Year,State_Name,County_Name,State_ID,County_ID,Per_Capita_Exp_ESRD,Avg_Risk_Score_ESRD,Person_Years_ESRD,Per_Capita_Exp_DIS,Avg_Risk_Score_DIS,Person_Years_DIS,Per_Capita_Exp_AGDU,Avg_Risk_Score_AGDU,Person_Years_AGDU,Per_Capita_Exp_AGND,Avg_Risk_Score_AGND,Person_Years_AGND
2021,Arkansas,Montgomery,04,480,*,*,*,8587.18,0.88169,176.17,12566.05,0.89524,142.17,8881.31,0.96898,1095.67
2021,Arkansas,Nevada,04,490,*,*,*,12044.27,1.04763,149.25,21942.1,0.95009,101,10059.83,0.94194,824.83
2021,Arkansas,Newton,04,500,*,*,*,9194.7,0.90405,195.83,11294.84,0.8474,135.17,8475.57,0.91115,787
2021,Arkansas,Ouachita,04,510,76447.26,0.91413,28.5,8947.08,0.84313,433,19328.92,1.00113,250.42,10106.66,1.02701,2162.83
2021,Arkansas,Perry,04,520,*,*,*,7942.83,0.88402,189.92,14982.71,0.92755,84.58,9453.52,1.02925,1067.75
2021,Arkansas,Phillips,04,530,60448.06,0.9748,25.58,9240.11,0.96001,302.75,11045.64,0.79311,243.42,8767.14,0.93412,1191.83
2021,Arkansas,Pike,04,540,*,*,*,10769.47,0.94613,214.5,19634.14,1.0057,119.33,10593.56,1.02724,1213.83
2021,Arkansas,Poinsett,04,550,77840.78,0.9451,19.42,11772.32,0.95194,418.58,22230.99,1.05717,284.58,11269.25,1.05046,1847.42
2021,Arkansas,Polk,04,560,100380.88,0.99311,7.92,8253.49,0.81898,370.75,13697.07,0.91137,230.83,10014.76,1.01522,2206.67
2021,Arkansas,Pope,04,570,79306.8,0.96012,29.42,10720.08,0.93339,935.58,16153.72,0.93219,375.25,10118.62,0.9856,4732.75
2021,Arkansas,Prairie,04,580,*,*,*,10137.07,1.12047,157.42,20463.31,0.93797,96,8667.3,1.0116,1009.75
